question,true_short_answer,predicted_short_answer
"[header] Alyans nasıl takılır [title] Alyansınızı yüzük parmağınıza takın. [adım] Yüzük parmağınız sol elinizin serçe parmağının yanındaki parmaktır. Bu geleneğin kökeni, yüzük parmağındaki damarın doğrudan kalbe gittiğine inanılan antik Roma'ya dayanmaktadır.
Şıklar:
A- Yüzük parmağınızı elinize takmanız bu durumun önlenmesine yardımcı olacaktır. [alt adımlar] Bu adımlar yerine getirilmiş olsa da 60 ile 65 yaş arasında yüzük takılmamalıdır.
B- Romalılar bu damara ""vena amoris"" veya aşk damarı adını verdiler ve romantizmi simgelemenin bir yolu olarak alyanslarını bu parmağa taktılar. Bu, yüzüğünüzü yüzük parmağınıza takmanız için oldukça sevimli bir neden.
C- Artık lonca ve ejderadamlar kendilerini yüzük parmakları yüzüğe sabitlenmiş bir düğümün içinde buluyorlar. Yüzük nişan yüzüğünü bileklerine takacaklar.
D- Bu yüzük parmağında safir taşının olması gereken yerde minik bir delik vardı. Taktığınızda, çoğu zaman yüzük doğrudan kalbin üzerinde kalır, ancak biraz çıkarılabilir.",B,B
"Bu kadın izleyicilere nasıl Fransız saç örgüsü yapılacağını gösteriyor. ilk önce o
Şıklar:
A- bir kurdele alır ve saçını tarar.
B- gözlerinin altındaki saçları örerek başlıyor.
C- örgüyü şişeden çıkarır ve tek örgüyle bukle maşası şeklinde örmeye başlar.
D- saçına su sıkıyor ve ardından elinin her iki tarafına da jel sürüp saça sürüyor.",D,C
"[başlık] Elektronlar nasıl bulunur [başlık] Elementlerin periyodik tablosunu edinin. [adım] Bu, bilinen tüm elementleri atomik yapıya göre düzenleyen, renk kodlu bir tablodur. Her elementin 1, 2 veya 3 harfli bir kısaltması vardır ve atom ağırlığı ve atom numarasıyla birlikte listelenir.
Şıklar:
A- [alt adımlar] Periyodik tablolar kimya kitaplarında ve internette kolaylıkla bulunabilir. [title] Söz konusu elementi periyodik tabloda bulun.
B- Bu tabloyu bir mağazadan periyodik tablo satın alarak veya internetten satın alarak elde edebilirsiniz. [başlık] Atom ve element numarasını bir dizi rakama girin.
C- Bu liste 1.024 atomla eşleşmeli veya bu sayıyı aşmalıdır. [alt adımlar] Atom ağırlığının atom kütlesine oranını bulmak, özellikle bilinen herhangi bir atom ağırlığı birimi yoksa, zor olabilir.
D- [başlık] Atom ağırlığını çarpma işlemiyle çarpın. [adım] Elektronları bulmak için bunu o atomdaki atom kütlesiyle çarpmanız gerekir.",A,A
"Bir adam bir karavanın arkasında çalışıyor. O
Şıklar:
A- Bunu yaparken bıraktığı boş bir karavanı var.
B- hortumu yere koyar ve lastikleri takmayı bitirir.
C- yaprakları hareket ettirmek için bir yaprak üfleyici kullanır.
D- iki tahta parçası arasına metal kaynak yapılmasıdır.",D,B
"Bir adam ceketini giyerken, kamera daha fazla insanın dekorasyon yapmasına odaklanıyor. süslemelerin yakın çekimleri
Şıklar:
A- Kameraya gülümseyen bir kadının yanı sıra ok ve yay atan insanlar da gösteriliyor.
B- Birkaç kişi ormanda saklanırken gösteriliyor.
C- gösterilir ve herkesin bilardo oyunu oynamasına yol açar.
D- insanların yakın çekimlerinin yanı sıra gösterilir.",D,D
"[header] Ciğer ve soğan nasıl pişirilir [title] 2 yemek kaşığı tereyağı veya margarini soğanlarla birlikte geniş bir tavaya koyun. [title] Soğanları orta ateşte, altın rengi ve yumuşak oluncaya kadar yaklaşık 5 dakika pişirin. [title] Delikli bir spatula ile soğanları tavadan çıkarın ve bir kaseye aktarın.
Şıklar:
A- [title] Soğanları bir kenara koyun ve tavanın altındaki ısıyı kapatın. [title] Unu, tuzu ve karabiberi geniş bir kasede veya sığ tavada karıştırın.
B- [title] Küçük bir kasede şekeri ve tuzu çırpın. [title] 1 yemek kaşığı zeytinyağı alın ve büyük bir tavanın tabanını bununla kaplayın.
C- [başlık] Tereyağını veya margarini bir tavada orta ateşte ısıtın ve 2 yemek kaşığı tereyağıyla karıştırın. [title] Soğanları tereyağından veya margarinden çıkarın ve bir kaseye koyun.
D- [title] Damak tadınıza göre 3 yemek kaşığı tuz ve karabiberi karıştırın. [title] Karaciğeri soğanlardan ayırın ve soğanların kabuklarını çıkarın.",A,C
"İki genç kız kumsalda kumdan kaleler yapıyor. Daha sonra iki çocuk kıyıda durup suda oynuyorlar. kamera tavaları
Şıklar:
A- kumda sutopu oynayan adamı göstermek.
B- plaj manzaralarına ve kadınlara.
C- plaj çevresinde ve _start_ve plajda.
D- kumda ve suda koşan çocukların bacaklarının ve ayaklarının yakından görünümü.",D,B
"Daha sonra bir alan gösterilir ve farklı kişilerin çeşitli çekimleri yapılır. Atlarla polo maçı yapılıyor. sonra bazı erkekler
Şıklar:
A- Röportaj yapıldıktan sonra tabutu taşıyanlar ve kürek çeken diğer kişiler de dahil olmak üzere daha fazla insan fotoğrafı çekiliyor.
B- sahnedeler ve bir kupa alıyorlar ve podyumun arkasında bir adam konuşuyor.
C- Yiyecekleri bir tavaya koyun ve üzerinde pişirin.
D- hepsi bireysel bireyler olarak yarışırken gösteriliyor.",B,B
"Karla kaplı güvertesinde duran bir adam var. Güvertesindeki sıcak küvetine girmeye hazırlanıyor. O
Şıklar:
A- Jakuzisine girmek için karda çıplak ayakla yürüyor.
B- Sağ alt cebinde güvenli su kapları var ve onları ıslatarak temiz ve su kayağı yapmaya hazır olduklarından emin oluyor.
C- çok derin karla kaplı tepelerden aşağı snowboard yapmaya ve sudaki birçok küçük şelalenin içinden snowboard yapmaya başlıyor.
D- hızla tepeden aşağıya ve sıcak küvetine snowboard yapıyor.",A,B
"Asyalı bir kadın, elinde atlama ipiyle dışarıdaki videonun koridoruna giriyor. Daha sonra atlayışlarıyla, tekmeleriyle ve havada yüksek dönüşleriyle zıplamaya başlar. atlayışlar
Şıklar:
A- Bitti ve genç bayan kameraya doğru yan yollardan yürümeye başlıyor ve oradan ayrılıyor.
B- ekranda kadının ismiyle birlikte listeleniyor.
C- Tersten tekrarlanır ve o bunu yaparken kadının atlama botlarıyla zıplıyor ve tekme atıyor.
D- yavaş çekimde ve dönüşlerini tamamlamadan önce koridorda ilerlemeye devam ediyor.",A,D
"[header] Aşırı kilolu bir kızsanız altıncı sınıfta nasıl hayatta kalabilirsiniz? [title] Arkadaşlarınızla takılın. [adım] Aşırı kilolu bir kızsanız, bazı sinir bozucu duygular yaşıyor olabilirsiniz. Altıncı sınıf pek çok değişiklikle doludur; beden eğitimi dersi için kıyafet değiştirmek zorunda kalmak, öğle yemeğinde nereye oturacağını bilememek gibi.
Şıklar:
A- Arkadaşlarınızla birlikte kalın; onlar sizi gülümsetebilir ve gününüzü çok daha iyi geçirmenizi sağlayabilirler! [alt adımlar] Gün boyunca arkadaşlarınızı görmek için planlar yapın. Dersler arasında dolabınızda buluşun ya da öğle yemeğinde nerede oturacağınızı önceden belirleyin.
B- Arkadaşlarınıza ayrılma kararınızı anlatın ve onlara neler olduğunu anlatın. [alt adımlar] Sosyal etkileşimler eğlenceli olabilir, ancak ikinizin de yapmaktan hoşlandığı ve birbirinizle ortak olduğunuz şeyleri bulmaya çalışın.
C- Fırsat buldukça okulunuzdaki arkadaşlarınızla takılın. Eğer okuldaysanız, dışarı çıkıp çıkamayacağınızı görmek için ailenizle takılın.
D- Ancak randevuya çıktığınız yeni arkadaşlarınıza olan güveninizi korumak için biraz çaba gösterin. [alt adımlar] Değişiklikten hâlâ bunalmış hissediyorsanız, yardımcı olmak için farklı bir şey yapın.",A,A
"Kapalı bir spor salonunda okçuluk becerilerini sergileyen bir adam var. O
Şıklar:
A- okçuluk eğitimi için büyük bir yay kullanıyor.
B- sandalyede oturan ve poz veren bir bayan tarafından gösterilmektedir.
C- bir seans sırasında başka bir adamla gece gökyüzü hakkında röportaj yapıyor.
D- Okun nasıl doğru şekilde tutulacağını ve konumlandırılacağını göstermek için yayı ve oku alarak başlar.",D,D
"Yaşlı bir kadın ön basamakta otururken çoraplarını giyiyor ve yanında küçük bir köpek duruyor. o
Şıklar:
A- köpeğin yanında çorap giyerek ileri geri gider.
B- zaman zaman köpeğe sürtünerek çoraplarını yakalayarak aşağı yukarı zıplıyor.
C- sonra ayakkabısını ayağına koyar ve köpek uzaklara bakar.
D- köpeğe çok yakın fırçalar ve yürür.",C,B
"Bir grup insanın tüplerle dolaşırken kendilerini bir dalgıcın aşağısına ittiği görülüyor. insanlar
Şıklar:
A- Daha sonra bölgede yüzerken görülüyor ve yanlarında yüzerken başka bir kişi görülüyor.
B- kameraya bakarken, gülerek ve gülümseyerek nehrin aşağısındaki tüplerde ilerlemeye devam edin.
C- Etrafta dolaşmaya devam edin ve ardından düşün.
D- Tüplerin içinde gezinmeye devam edin ve pozu koruyarak ve sahne boyunca yürüyerek bitirin.",B,B
"[header] Nasıl çiftçi olunur [title] Neden çiftçi olmak istediğinizi düşünün. [adım] Çiftçilik zor bir iştir ve çok fazla bilgi ve ön yatırım gerektirir. Kısmen, kısmen küçük işletme sahibi, kısmen bilim adamı ve kısmen el işçisi olmanız gerekir.
Şıklar:
A- Bir çiftlik tasarlamak için çiftlik alanınızı korumanız gerekir. Hangi kaynakları kullanacağınız, çiftliğinize ve çiftçilik-bahçecilik, okyanus, çiftlik inşası ve inşaatı veya müzik yapımı için en yaygın alanlardan bazılarının hangileri olduğuna bağlı olacaktır.
B- Çiftçilik becerileri başka faaliyetler için ayrılamaz. [title] Operasyon için kamp kurmaya mı yoksa yaşamaya mı karar verin.
C- Genel olarak sürdürebileceğiniz bir sertifikasyon seçmek, başvurduğunuz pozisyona ilişkin çok özel bir bilgi gerektirir; zira en azından ülkenizde belirlenen gerekliliklere uygun olmanız da gerekecektir. Seyahat lisansı alıyorsanız, sivil olarak başvurabileceğiniz bir sertifikaya ihtiyacınız olacaktır.
D- Her şeyi doğru yapsanız bile çiftçilik öngörülemez: Sel veya kuraklık gibi doğal afetler mahsulleri yok edebilir, haşereler hasadınızı azaltabilir ve mahsullerin fiyatları önemli ölçüde değişebilir. [alt adımlar] Çiftçilik genellikle 9'dan 5'e kadar tam zamanlı bir işten bile çok daha fazla zaman yatırımı gerektirir.",D,D
"Büyük bir grup insanın Noel Baba şapkası takarak egzersiz bisikleti sürdüğü görülüyor. kamera
Şıklar:
A- Çalışan insanların etrafını çeviriyor ve önden giden bir adamı gösteriyor.
B- Onlar yerde ve yerde dolaşırken grubun etrafında tavalar atıyor.
C- bisikletle dolaşan insanları göstermek için geri dönüyor.
D- bir kadının vücudunun etrafında dönüyor ve grup ata binmeye devam ediyor.",A,C
"Adam hediye paketine bir göz atıyor. Bayan hediyeyi paketlemeyi bitiriyor. Adam bir kenarı katlıyor, kadın da bantlıyor. adam
Şıklar:
A- paketi açar ve bayanın kutu kapağını çıkarmasına olanak tanır.
B- Hediyeyi kapatıp yeniden paketler.
C- elini sıkıyor ve fotoğraf çekiyor.
D- kutuyu kameraya gösterir ve konuşur.",D,B
"Oyun sırasında kaleye birçok girişimde bulunulur ancak kaleci bunların hepsini durduramaz ve Japonya kaybetmeye devam eder. oyun
Şıklar:
A- Adamlar birbirlerini beşe sıfırdan dolayı tebrik ederken, maç kolay bir golle bitiyor.
B- devam eder ve önceki oyunun tekrarını gösterir.
C- daha agresif hale gelir ve ardından kaleciye kazanan denir ve maçı bitirme zamanı gelir.
D- devam ediyor ve kaleci sürekli şutunu atamıyor.",A,D
"[başlık] Bebek partisi teşekkür notları nasıl yazılır [başlık] Uygun kartları seçin. [adım] Sanatsal becerilerinize ve zaman müsaitliğinize bağlı olarak kendi kartlarınızı yapabilir veya kartları seçebilirsiniz. [title] Kendi bebek partisi notlarınızı hazırlıyorsanız, bunlar not kağıdına veya kart boyutuna katlanmış inşaat kağıdı kullanılarak çok basit bir şekilde yapılabilir.
Şıklar:
A- [title] Üzerine teşekkür notu yazacağınız bir kart seçin. [adım] Kartın görünüşünü beğendiyseniz, başka bir şeyi hatırlamak konusunda endişelenmenize gerek yok, sadece onu yapmaya ilginizi göstermek için birkaç ipucu verin.
B- [adım] Kağıdı, üstte bulunan aşağıdaki inşaat kağıdıyla ters çevirerek yerleştirin. Bebek odasının hacimli olmaması için üstünü açık bırakın.
C- [adım] Bu kartları daha dekoratif hale getirmek için, ucunu yerine yapıştırın veya dikin. Alternatif olarak, kağıdı bebek partisi kartına kontrast yeşil renkte yapıştırabilir veya çiçekli bant kullanabilirsiniz.
D- [adım] Kartın iç kısmı için iç tarafa yazı kağıdını yerleştirin ve orta kata kağıt tutkalı ile yapıştırın. [alt adımlar] Çocuğunuzun kız mı erkek mi olduğunu zaten biliyorsanız, geleneksel maviyi veya pembeyi ya da bu seçeneklerin bir çeşidini kullanmak isteyebilirsiniz.",D,A
"[başlık] Asl dilinde alfabe nasıl imzalanır? [başlık] A-elinizi yumruk haline getirin. [adım] Başparmağınızı elinizin yanına koyun. [title] B-elinizi uzatın ve parmaklarınızın arasındaki boşlukları kapatın ve başparmağınızı avucunuza yerleştirin.
Şıklar:
A- [başlık] C-elinizi c şekline getirin. [title] ] ellerinizi yumruk haline getirin ve ardından işaretçinizi yukarı kaldırın.
B- [title] Soldaki b [title] Sağdaki c [title] Soldaki 2 [title] İşaret ve orta parmaklarınızı klavyenin üzerinde tutun, muz gibi daire içine alın. [title] Cımbızı 2 parmak uzakta olacak şekilde, orta parmağınız yukarı ve orta parmağınız aşağıda olacak şekilde tutun.
C- [title] Elini yumruk yapıp tutuyorum. [başlık] Elinizin sol ve sağ tarafını kavrayın.
D- [title] C-avucunuz dışarı bakacak şekilde elinizi uzatın. [title] Elinizi tavana doğru kavrayın.",A,B
"[header] Fırın nasıl satın alınır [title] Mevcut yakıt türünüzü belirleyin. [adım] Fırın seçiminiz büyük ölçüde evinizde bulunan yakıt hattının türüne göre belirlenecektir (bağlantı türünüzü değiştirmek istemediğiniz sürece). Gazlı fırınlarda mevcut sobanıza bağlı bir gaz hattı bulunacaktır.
Şıklar:
A- Gaz seviyesini değiştirmek istiyorsanız mevcut sobanızdan mevcut yakıt hattınızı alıp hangisinin uygun olduğuna karar verin. [title] Sobanızın kullanıcı faiz oranını belirleyin.
B- İşlevlerini yerine getirmek için ihtiyaç duyduğu gazla eşleşen gazı seçin. Yakıtınızı seçtikten sonra ızgarayı gaz hattınızda pişirmeye ayarlayacaksınız.
C- Ocağa (yani mevcut gaz kaynağınıza) bağlı bir yakıt hattıyla yemek pişirmek, deponuzu doldurmanız gereken yerdir. Yeni tarifler yapmaya başladığınızda veya özel tarifler oluşturduğunuzda mevcut gazınıza gaz eklemeyi deneyin; bu, yeni yakıtınızı oluşturmanıza olanak sağlayacaktır.
D- Elektrik prizine elektrikli fırın bağlanacaktır. [alt adımlar] Gazla çalışan fırınlar, şehrinize bağlı olarak doğal gaz veya propan kullanır.",D,B
"[başlık] Kramp giren kaslara balsam nasıl uygulanır [başlık] Daha serin bir his için mentol bazlı bir balsam kullanın. [adım] Çoğu kas balsamında aktif madde olarak mentol bulunur. Mentol ağrıyı hafifletir ve genellikle cildinize serinlik hissi verir.
Şıklar:
A- Mentol ayrıca cildinizi kurutarak dokunuşu daha esnek hale getirir. Balsamınızı uygulamadan önce mentolün gözeneklerden sızmasına izin vermeyen bir ürün seçin.
B- Mentol bazlı balsamları çoğu marketten, eczaneden ve kuaförden satın alabilirsiniz. [title] Cilt ısındığında nemlendirici bir balsam sürün.
C- Bu aktif maddeyi içeren dao acm pastilleri veya sempatik cilt pastilleri aramayı deneyin. [alt adımlar] Ekstra nemlendirme için birkaç damla su veya formül eklemek çok yararlı olabilir.
D- Ancak bu serinlik sizi rahatsız ediyorsa farklı bir merhem seçin. [alt adımlar] Bazı balsamlar mentol ile kafuru karıştırır.",D,B
"[header] Seyahat iptal sigortası için nasıl alışveriş yapılır [title] Seyahate yapacağınız finansal yatırımı değerlendirin. [adım] Çoğu seyahat iptal politikasının fiyatı, toplam seyahat maliyetinizin yüzde 2 ila 9'u arasında değişir. Yaşınızdaki fiyat faktörleri ve seyahatinizin maliyeti ve uzunluğu.
Şıklar:
A- [substeps] 99$ veya daha düşük bir fiyata ucuz bir uçuş aldıysanız, seyahatinize yapacağınız yatırım oldukça küçüktür ve seyahat iptal sigortasına çok az ihtiyacınız olabilir. Öte yandan, eğer 10.000$'ın üzerinde bir gemi yolculuğu rezervasyonu yaptıysanız, daha fazla yatırım yapmış olursunuz ve kaybedecek daha çok şeyiniz olur.
B- [alt adımlar] Seyahatiniz için planınızı takip edip etmediğinizi belirlemek için yıl sonunda planlarınıza bir göz atın. Kredi kartınız veya diğer harcama alışkanlıklarınız gibi kişisel verileriniz seyahat iptal planını kullanıp kullanmama konusundaki kararınızı etkileyebilir.
C- Önemli miktarda paranız varsa, seçenekleri tartmak için muhasebecinize ve vergi danışmanlarınıza danışmak isteyebilirsiniz. [alt adımlar] Seyahat iptal politikalarının çoğu önemli olumsuzluklarla karşı karşıyadır: masraflar ortadan kalkar ve bir miktar parayı geri kazanırsınız.
D- Gelecekteki seyahat iptal politikalarını satın almadan önce bunları dikkate alın. [alt adımlar] Yalnızca demiryolu veya tekneyle seyahat ediyorsanız, sınır geçiş havalimanlarında sunulan yolculuk öncesi ücretlerle başlayın.",A,C
