question,true_short_answer,predicted_short_answer
"New England'ın dağlık bölgelerinde fosilleşmiş mercan resifleri, balıklar ve diğer sıcak su deniz canlıları bulunmuştur. Aşağıdakilerden hangisi bunun nasıl meydana geldiğini en iyi şekilde açıklar?
Şıklar:
A. Bu bölgenin iklimi ve jeolojisi zamanla değişti.
B. Bu canlılar bir zamanlar soğuk iklimlere daha iyi adapte olmuşlardı.
C. Fosilleşme süreci orijinal materyali büyük ölçüde değiştirdi.
D. Çöpçüler bu canlıların kalıntılarını daha yüksek bölgelere taşıdılar.",A,A
"Hangisi kimyasal değişimdir?
Şıklar:
A. Eleman 1 ince bir tabaka halinde dövülmüştür.
B. Element 2 ısıtılır ve sıvıya dönüşür.
C. Element 3 havada durduğunda yeşilimsi bir renk alır.
D. Element 4, ince, kaygan bir toz halinde öğütülür.",C,B
"Hayvan diseksiyonu sırasında hangi aparatlara ihtiyaç duyulmaz?
Şıklar:
A. eldivenler
B. gözlük
C. laboratuvar önlüğü
D. güvenlik duşu",D,"A, D, B"
"Işık yılı, Dünya ile Güneş dışındaki yıldızlar arasındaki mesafeleri tanımlamak için kullanılır çünkü Astronomik Birim
Şıklar:
A. çok küçük.
B. çok büyük.
C. kesin değil.
D. iyi tanımlanmamıştır.",A,B
"Aşağıdakilerden hangisi Dünya ve Ay'ın paylaştığı bir özelliği 12 tanımlamaktadır?
Şıklar:
A. Hemen hemen aynı atmosfere sahipler.
B. Neredeyse aynı yerçekimi kuvvetine sahipler.
C. Dağları da içeren kayalık bir kabuğa sahiptirler.
D. Önemli ölçüde su erozyonu gösteren alanlara sahiptirler.",C,B
"Scott bir tepsiyi meyve suyuyla doldurup dondurucuya koydu. Ertesi gün Scott dondurucuyu açtı. Meyve suyu büyük olasılıkla nasıl değişti?
Şıklar:
A. Yoğunlaştı.
B. Buharlaştı.
C. Gaz haline geldi.
D. Sağlam bir hale geldi.",D,A
"Yerli olmayan bitkiler, bir zamanlar yerli bitki türlerinin yaşadığı alanları ele geçirebilir. Hangi abiyotik sürecin yerli olmayan bitkilerin istilasına neden olma olasılığı en düşüktür?
Şıklar:
A. su baskını
B. hava şartlarına maruz kalma
C. toz fırtınası
D. eriyen buzullar",B,B
"Balıklarda aşağıdaki organlardan hangisi insan akciğeriyle aynı görevdedir?
Şıklar:
A. böbrek
B. kalp
C. solungaç
D. deri",C,C
"Alüminyum iyonunun yükü +3, oksit iyonunun yükü ise -2'dir. Bu iki element arasındaki reaksiyonun ürünü hangisi olabilir?
Şıklar:
A. Al_{2}O
B. Al_{2}O_{3}
C. 2AlO_{3}
D. Al_{3}O_{2}",B,B
"Bir öğrenci bir bilyenin rampadan aşağı dört kez yuvarlanması için geçen süreyi gözlemliyor. Bu gösterimlerden hangisi öğrencinin gözlemlerini en iyi şekilde iletecektir?
Şıklar:
A. dört farklı bölümden oluşan pasta grafiği
B. sürekli veri noktalarına sahip bir çizgi grafiği
C. her deneme için bir çubuk içeren bir çubuk grafiği
D. dört satır ve dört sütundan oluşan bir tablo",C,C
"Bir öğrenci maddenin üç halindeki bir su örneğini gözlemledi. Öğrenci sıvı suyu maddenin hali olarak tanımlamalıdır.
Şıklar:
A. katı halden daha fazla kinetik enerjiye sahiptir.
B. katı halden daha fazla kütle.
C. katı halden daha az kinetik enerjiye sahiptir.
D. katı halden daha az hacim.",A,C
"Bir odaya sıcaklığı 50°F olan bir bardak suyun yanına 110°F sıcaklıktaki bir bardak su konuluyor. Odanın sıcaklığı her zaman 73°F'tır. Eğer iki bardak gece boyunca odada bırakılırsa, ertesi gün her iki bardak suyun sıcaklığı yaklaşık olarak aynı olacaktır.
Şıklar:
A. 43°F.
B. 50°F.
C. 73°F.
D. 90°F.",C,C
"Su buharlaşarak yağmur veya kar olarak Dünya'ya geri döner. Bu döngüyü yönlendiren birincil enerji kaynağı nedir?
Şıklar:
A. Rüzgar
B. Güneş
C. Hava basıncı
D. okyanus akıntıları",B,B
"Bir fizikçi, bir arabanın rampadan atlamak için ulaşması gereken hızı belirlemek istiyor. Fizikçi üç deneme yürütüyor. İkinci ve üçüncü denemelerde arabanın hızı saatte 20 mil artırıldı. Fizikçi hızı değiştirdiğinde neyi araştırıyor?
Şıklar:
A. kontrol
B. hipotez beyanı
C. bağımlı (yanıt veren) değişken
D. bağımsız (manipüle edilmiş) değişken",D,D
"Bir yunus bu davranışlardan hangisini öğrenir?
Şıklar:
A. küçük balık yemek
B. tuzlu suda yüzmek
C. bir topu burnu üzerinde dengelemek
D. hava deliğinden nefes alıyor",C,B
"Soğuk hava kütlesi sıcak ve nemli hava kütlesiyle temas ettiğinde büyük olasılıkla ne olur?
Şıklar:
A. Gökyüzü açıklaşıyor.
B. Yağmur veya kar yağmaya başlar.
C. Soğuk hava yüksek irtifalara itilir.
D. Sıcak hava zemin seviyesine itilir.",B,B
"Elementlerin Periyodik Tablosunun sol tarafında bulunan tüm elementlerin ortak özellikleri nelerdir?
Şıklar:
A. Oda sıcaklığında katı halde bulunurlar.
B. Elektriği iletmezler.
C. Kırılgan ve donukturlar.
D. Radyoaktiftirler.",A,A
"Aşağıdakilerden hangisinin fosil oluşturması muhtemeldir?
Şıklar:
A. bir kaya
B. bir kristal
C. bir mineral
D. kemik",D,D
"Ay'ın aynı periyotta dönmesi ve dönmesi nedeniyle Ay'ın yaklaşık %59'u Dünya'dan görülebilmektedir. Bu olguya en çok hangisi sebep olur?
Şıklar:
A. Güneş'in çekim kuvveti
B. Dünya'nın yerçekimi kuvveti
C. Ay'ın bileşimi
D. Ay'ın evreleri",B,B
"Öğrenciler aynı domates bitkisinden 20 tanesiyle inceleme yaparlar. Her bitki aynı miktarda su alır ancak farklı miktarlarda güneş ışığı alır. Öğrenciler her gün her bitkideki meyve sayısını ölçerler. Bu araştırmadaki bağımlı değişken nedir?
Şıklar:
A. bitki türü
B. Su miktarı
C. güneş ışığı miktarı
D. meyve sayısı",D,D
"Çok hücreli organizmalarda farklı yapıların farklı işlevleri vardır. Bitkinin yapraklarında hangi görev yerine getirilir?
Şıklar:
A. gıdayı emmek
B. çiçek üretmek
C. ışığı absorbe etmek
D. tohum yapmak",C,C
"Ürünleri okyanusu aşıp Boston'dan Avrupa'ya taşımanız gerekiyor. Seçimleriniz neler?
Şıklar:
A. gemi veya uçak
B. kamyon veya gemi
C. kamyon veya uçak
D. tünel veya gemi",A,A
"Bir öğrenci hangi aktivite sırasında laboratuvar önlüğü veya önlüğü giymelidir?
Şıklar:
A. bir jeodezi kırmak
B. mikroskop ayarlama
C. bitkilere su püskürtmek
D. kaynar suya tuz eklemek",D,B
"Hangisi karbonhidratların bileşimini tanımlar?
Şıklar:
A. fosfolipidleri oluşturmak için bağlanan lipitler
B. monomerlerin polimerleri oluşturmak üzere bağlanması
C. Polipeptitler oluşturmak için amino asitlerin bağlanması
D. polisakkaritleri oluşturmak için bağlanan sakkaritler",D,D
"Çelik kutular bir geri dönüşüm merkezinde alüminyum kutulardan ayrılır. Geri dönüşüm merkezinin çelik kutuları alüminyum kutulardan ayırmasının en iyi yolu aşağıdakilerden hangisidir?
Şıklar:
A. kutuları boyutlarına göre sıralayın
B. tenekeleri suya koy
C. kutuları düşük sıcaklığa soğutun
D. kutuları elektromıknatısın altına koy",D,D
"Dünya yüzeyindeki suyun buharlaşması büyük olasılıkla oluşumuna neden olur.
Şıklar:
A. buzullar.
B. dağlar.
C. doğal gaz.
D. kireçtaşı.",D,A.
"Karbon döngüsünün adımlarından birinde, kişi atmosfere bir molekül karbondioksit (CO2) verir. Bu moleküldeki karbon atomunun yanında aşağıdakilerden hangisinin gerçekleşmesi en olasıdır?
Şıklar:
A. Bir bitkide şekerin bir parçası olarak kullanılabilir.
B. Bir hayvandaki proteinin parçası haline gelebilir.
C. Fosil yakıtların yakılmasıyla tüketilebilir.
D. Bir bakteri tarafından karbon ve oksijene ayrıştırılabilir.",A,A
"İnsan vücudunun sıcaklığı nispeten sabittir. Soğuk ortamda insan vücudunun normal sıcaklığını korumasına yardımcı olan geri bildirim mekanizması hangisidir?
Şıklar:
A. Su deriden salınır.
B. Kaslar küçük hareketlerle sallanır.
C. Kalp atış hızı yavaşlar.
D. Akciğerler ilave hava alır.",B,C
"Suyun belirli bir şekli ve hacmi maddenin hangi halindedir?
Şıklar:
A. gaz
B. sıvı
C. sağlam",C,B
"Evrenin hacminin büyük bir kısmı galaksiler arasındaki boşlukta bulunur. Galaksiler arasındaki bölgelerde bulunan nesnelerin boyutları büyük ihtimalle bunlardan hangisine yakındır?
Şıklar:
A. bir toz parçacığı
B. bir asteroit
C. bir gezegen
D. Bir yıldız",A,A
"Leopard'ın açılış ilahisi onun öyle olduğunu gösteriyor
Şıklar:
A. mutsuz.
B. kafası karışmış.
C. kendinden emin.
D. cömert.",C,C
"Hangi ifade bir madde türünün özelliğini doğru şekilde tanımlar?
Şıklar:
A. Hava bir gaz karışımıdır.
B. Buz bir gaz karışımıdır.
C. Hava bir sıvıdır.
D. Buz bir sıvıdır.",A,A
"Belirli bir şeftali ağacı, hastalıklara diğer şeftalilerden daha dayanıklı şeftaliler üretir. Bu şeftalileri hangi yöntemle yeniden üretebiliriz?
Şıklar:
A. çiçekleri polenlemek için arıları kullanın
B. farklı şeftali ağaçlarının çapraz tozlaşmasıyla çoğalır
C. şeftali ağacındaki çeşitliliği arttırmak
D. şeftali ağacının eşeysiz üremesini sağlamak",D,B
"Toz çayın suyla karıştırıldığında neden çözelti haline geldiğini hangi özellik açıklar?
Şıklar:
A. Çayın kokusu var.
B. Çay suya eşit şekilde yayılır.
C. Çay ve su kolayca ayrılır.
D. Çay kabın dibine çöker.",B,B
"Elektrik devreleri ampullere enerji sağlar. Aşağıdakilerden hangisi elektron akışını engeller?
Şıklar:
A. kapalı bir devre
B. bir seri devre
C. açık bir devre
D. paralel devre",C,C
"Dört malzeme küçük kaplara konuluyor. Bu malzemeler daha sonra küçük kaplardan daha büyük kaplara taşınır. Daha büyük bir kabı tamamen doldurmak için hangi malzeme yayılacaktır?
Şıklar:
A. hava
B. buz
C. kum
D. su",A,D
"Işığı kıran bir nesneye en iyi örnek hangisidir?
Şıklar:
A. gözlük
B. aynalar
C. gümüş kase
D. televizyon setleri",A,B
"Bir bilim adamı araştırma yaparken bir keşif yapar, ancak yapılan testlerin net kayıtlarını tutamaz. Kayıt tutma eksikliği bir bilim insanının çalışmasını ne şekilde etkiler?
Şıklar:
A. Prosedürleri ve sonuçları geçersiz kılar.
B. Araştırmada elde edilen verileri yanlış hale getirir.
C. Diğer bilim adamlarının sonuçları doğrulamasını engeller.
D. Diğer bilim adamlarının yeni hipotezler geliştirmesini yasaklar.",C,B
"Bazı cihazlar Dünya atmosferinin ozon tabakasındaki oksijen seviyelerini kaydeder. Bu verilerin kaydının uzun yıllar tutulması buna bir örnektir.
Şıklar:
A. Devam eden soruşturma yoluyla kanıt oluşturmak.
B. Verileri destekleyen bir hipotezin belirlenmesi.
C. sonuçlardan kanıtlar hakkında sonuç çıkarmak.
D. Anlaşılması kolay veriler önermek.",A,C
"Aşağıdakilerden hangisi kimyasalları kullanırken uyulması gereken önemli bir güvenlik kuralıdır?
Şıklar:
A. Uzun saçları arkadan bağlayın.
B. Tüm kimyasalları soğutun.
C. Tüm test tüplerini ve şişelerini doğru şekilde etiketleyin.
D. Sönmüş kibritleri uygun şekilde atın.",C,C
"Bilim adamları birkaç farklı coğrafi konumda çipura levreği popülasyonlarını inceledi. Her popülasyondaki balıkların büyüklüğü, sayısı ve ağırlığı hakkındaki bilgileri kaydettiler. Bu verileri kaydetmek için aşağıdakilerden hangisi en uygun olacaktır?
Şıklar:
A. bir harita
B. bir diyagram
C. bir tablo
D. grafik",C,C
"Anna'nın sınıfı bir ödev için okul bahçesindeki kelebeklerin sayısını saydı. Anna'nın sonuçları sınıfın geri kalanından farklıydı. Ne yapmalı?
Şıklar:
A. Görevi değiştirin.
B. Sonuçları bir kenara bırakın.
C. Sonuçlarını sınıfla eşleştirin.
D. Öğretmenden onun yerine saymasını isteyin.",B,C
"Hangisi çocukların neden ebeveynlerine benzediğini en iyi şekilde açıklar?
Şıklar:
A. Aynı yiyecekleri yerler.
B. Benzer DNA'lara sahipler.
C. Aynı dili konuşuyorlar.
D. Aynı ilgi alanlarına sahipler.",B,B
"Aşağıdaki faktörlerden hangisi ses dalgasının hareket hızını etkiler?
Şıklar:
A. içinden geçtiği malzeme türü
B. ses dalgasının titreşimlerinin genliği
C. ortamdaki bozulmanın dalga boyu
D. ses dalgasının oluşmasına neden olan hareket türü",A,A
"Bazı bitkiler yaprak yiyen hayvanların çok olduğu bölgelerde yetişir. Hangi özelliğe sahip olmak, yaprak yiyen hayvanların çevresinde bitkilerin hayatta kalmasına en iyi şekilde yardımcı olur?
Şıklar:
A. büyük meyveler
B. uzun saplar
C. keskin dikenler
D. renkli çiçekler",C,C
"Belirli bir habitat, son 75 yılda çevre koşullarında birçok değişiklik yaşadı. Bu çevresel değişikliklere karşı hayatta kalma şansı en yüksek olan türün özelliği aşağıdakilerden hangisidir?
Şıklar:
A. çok sayıda bireyden oluşan bir popülasyon
B. Mevcut topluluktaki büyük tür çeşitliliği
C. Bireylerin çeşitli koşullarda yaşamasına olanak sağlayan adaptasyonlar
D. Yeni ortamlarda adaptasyon gelişimini teşvik eden davranışlar",D,C
"Bebek çıngırağı salladığında ses çıkarır. Hangi enerji türü ses enerjisine dönüştü?
Şıklar:
A. elektriksel
B. ışık
C. mekanik
D. sıcaklık",C,C
"Kütle aynı kalsa bile bir cismin ağırlığı değişebilir. Hangi ifade kütle ve ağırlık arasındaki ilişkiyi doğru şekilde tanımlar?
Şıklar:
A. Bir cismin ağırlığı, kütlesine ve hacmine bağlıdır.
B. Yerçekimi bir nesnenin ağırlığını etkiler ancak kütlesini etkilemez.
C. Bir nesnenin kütlesi, ağırlığına ve boyutuna bağlıdır.
D. Manyetik alanlar kütleyi etkileyebilir ancak ağırlığı etkilemez.",B,A
"Ağaçlar yenilenebilir bir doğal kaynaktır. Bu endüstrilerden hangisinin ağaca en az ihtiyacı var?
Şıklar:
A. otomobil imalatı
B. ev inşa etme
C. peyzaj
D. gazete",A,C
"Hangisi ilkbaharda bir bitkide meydana gelen değişikliklerin doğru sırasını listeler?
Şıklar:
A. Tomurcuklar oluşur, çiçekler açılır, meyveler büyür
B. Çiçekler ölür, meyveler büyür, tomurcuklar oluşur
C. Tohumlar düşer, çiçekler açılır, tomurcuklar oluşur
D. Tohumlar düşer, çiçekler ölür, meyveler büyür",A,A
"Görünür ışık camdan geçer. Diğer elektromanyetik radyasyon türleri diğer malzemelerden benzer şekilde geçebilir. Aşağıdakilerden hangisi insan vücudunun bazı yerlerinden geçebildikleri için tıp teknolojisinde kullanılmaktadır?
Şıklar:
A. röntgen
B. kızılötesi dalgalar
C. mikrodalgalar
D. ultraviyole ışınlar",A,A
"Buzulları eriyen bir dağın şelaleli bir deresi vardır. Şelale dağın eteğindeki bir gölü dolduruyor. Su en soğuk nerede?
Şıklar:
A. buzul
B. aktarım
C. şelale
D. göl",A,A
"Aşağıdakilerden hangisi güneş gözlüklerinin gözleri korumaya yardımcı olduğu yollardan biridir?
Şıklar:
A. ışık ışınlarını gözlerden uzağa yansıtarak
B. gözlere daha fazla ışık ışınını kırarak
C. gözlere daha fazla ışık ışınını yansıtır
D. ışık ışınlarını gözden uzağa doğru kırarak",A,D
"Bunlardan hangisi karışımdır?
Şıklar:
A. tuzlu su
B. şeker
C. su buharı
D. tuz",A,A
"Bir bölgede yaşayabilecek kurtların sayısını hangisi en iyi belirler?
Şıklar:
A. bölgede her yıl düşen kar miktarı
B. bölgede yaşayan kuş sayısı
C. bölgedeki ağaç sayısı
D. bölgede mevcut olan yiyecek miktarı",D,D
